Code,Label,Year,Total number of businesses,Technicians and trades workers (no.),Total persons employed aged 15 years and over (no.),Labourers (no.),"Electricity, gas, water and waste services (no.)","Electricity, gas, water and waste services (%)",lat,lng
503021039,Mount Lawley - Inglewood,2021,1860,,9822,,3,1.0,-31.92032609999999,115.8872624
503021039,Mount Lawley - Inglewood,2022,1915,,,,3,,-31.92032609999999,115.8872624
503021039,Mount Lawley - Inglewood,2023,1906,,,,3,,-31.92032609999999,115.8872624
503021039,Mount Lawley - Inglewood,2024,1883,,,,,,-31.92032609999999,115.8872624
503021040,North Perth,2011,,,4619,,,1.0,-31.9273844,115.852492
503021040,North Perth,2016,,,4748,,,1.1,-31.9273844,115.852492
503021040,North Perth,2017,,,,,,,-31.9273844,115.852492
503021040,North Perth,2018,,,,,,,-31.9273844,115.852492
503021040,North Perth,2019,,,,,,,-31.9273844,115.852492
503021040,North Perth,2020,1136,,,,,,-31.9273844,115.852492
503021040,North Perth,2021,1189,,5632,,,1.3,-31.9273844,115.852492
503021040,North Perth,2022,1192,,,,3,,-31.9273844,115.852492
503021040,North Perth,2023,1223,,,,,,-31.9273844,115.852492
503021040,North Perth,2024,1251,,,,3,,-31.9273844,115.852492
503021042,Subiaco - Shenton Park,2011,,,8080,,,0.9,-31.9608758,115.8104173
503021042,Subiaco - Shenton Park,2016,,,8172,,,1.0,-31.9608758,115.8104173
503021042,Subiaco - Shenton Park,2017,,,,,,,-31.9608758,115.8104173
503021042,Subiaco - Shenton Park,2018,,,,,,,-31.9608758,115.8104173
503021042,Subiaco - Shenton Park,2019,,,,,,,-31.9608758,115.8104173
503021042,Subiaco - Shenton Park,2020,4543,,,,12,,-31.9608758,115.8104173
503021042,Subiaco - Shenton Park,2021,4611,,9282,,12,1.0,-31.9608758,115.8104173
503021042,Subiaco - Shenton Park,2022,4746,,,,8,,-31.9608758,115.8104173
503021042,Subiaco - Shenton Park,2023,4883,,,,20,,-31.9608758,115.8104173
503021042,Subiaco - Shenton Park,2024,4977,,,,20,,-31.9608758,115.8104173
503021043,Wembley - West Leederville - Glendalough,2011,,,8963,,,0.9,-31.9192641,115.8201286
503021043,Wembley - West Leederville - Glendalough,2016,,,9225,,,1.0,-31.9192641,115.8201286
503021043,Wembley - West Leederville - Glendalough,2017,,,,,,,-31.9192641,115.8201286
503021043,Wembley - West Leederville - Glendalough,2018,,,,,,,-31.9192641,115.8201286
503021043,Wembley - West Leederville - Glendalough,2019,,,,,,,-31.9192641,115.8201286
503021043,Wembley - West Leederville - Glendalough,2020,2290,,,,9,,-31.9192641,115.8201286
503021043,Wembley - West Leederville - Glendalough,2021,2364,,10762,,6,0.9,-31.9192641,115.8201286
503021043,Wembley - West Leederville - Glendalough,2022,2459,,,,4,,-31.9192641,115.8201286
503021043,Wembley - West Leederville - Glendalough,2023,2476,,,,4,,-31.9192641,115.8201286
503021043,Wembley - West Leederville - Glendalough,2024,2561,,,,,,-31.9192641,115.8201286
503021295,East Perth,2011,,,4710,,,1.2,-31.957186,115.8761576
503021295,East Perth,2016,,,5957,,,1.1,-31.957186,115.8761576
503021295,East Perth,2017,,,,,,,-31.957186,115.8761576
503021295,East Perth,2018,,,,,,,-31.957186,115.8761576
503021295,East Perth,2019,,,,,,,-31.957186,115.8761576
503021295,East Perth,2020,1544,,,,5,,-31.957186,115.8761576
503021295,East Perth,2021,1641,,7238,,5,1.0,-31.957186,115.8761576
503021295,East Perth,2022,1720,,,,4,,-31.957186,115.8761576
503021295,East Perth,2023,1803,,,,4,,-31.957186,115.8761576
503021295,East Perth,2024,1852,,,,,,-31.957186,115.8761576
503021296,Perth (North) - Highgate,2011,,,5674,,,0.9,-31.939221,115.8691994
503021296,Perth (North) - Highgate,2016,,,6237,,,1.0,-31.939221,115.8691994
503021296,Perth (North) - Highgate,2017,,,,,,,-31.939221,115.8691994
503021296,Perth (North) - Highgate,2018,,,,,,,-31.939221,115.8691994
503021296,Perth (North) - Highgate,2019,,,,,,,-31.939221,115.8691994
503021296,Perth (North) - Highgate,2020,2181,,,,3,,-31.939221,115.8691994
503021296,Perth (North) - Highgate,2021,2237,,7256,,3,1.0,-31.939221,115.8691994
503021296,Perth (North) - Highgate,2022,2277,,,,9,,-31.939221,115.8691994
503021296,Perth (North) - Highgate,2023,2222,,,,8,,-31.939221,115.8691994
503021296,Perth (North) - Highgate,2024,2317,,,,9,,-31.939221,115.8691994
503021297,Perth (West) - Northbridge,2011,,,4549,,,1.2,-31.946076,115.8579373
503021297,Perth (West) - Northbridge,2016,,,5240,,,1.1,-31.946076,115.8579373
503021297,Perth (West) - Northbridge,2017,,,,,,,-31.946076,115.8579373
503021297,Perth (West) - Northbridge,2018,,,,,,,-31.946076,115.8579373
503021297,Perth (West) - Northbridge,2019,,,,,,,-31.946076,115.8579373
503021297,Perth (West) - Northbridge,2020,9754,,,,37,,-31.946076,115.8579373
503021297,Perth (West) - Northbridge,2021,9869,,7412,,32,1.1,-31.946076,115.8579373
503021297,Perth (West) - Northbridge,2022,10147,,,,34,,-31.946076,115.8579373
503021297,Perth (West) - Northbridge,2023,10399,,,,48,,-31.946076,115.8579373
503021297,Perth (West) - Northbridge,2024,10788,,,,61,,-31.946076,115.8579373
504011044,Bassendean - Eden Hill - Ashfield,2011,,,7255,,,1.1,-33.8889,151.1249
504011044,Bassendean - Eden Hill - Ashfield,2016,,,7246,,,1.0,-33.8889,151.1249
504011044,Bassendean - Eden Hill - Ashfield,2017,,,,,,,-33.8889,151.1249
504011044,Bassendean - Eden Hill - Ashfield,2018,,,,,,,-33.8889,151.1249
504011044,Bassendean - Eden Hill - Ashfield,2019,,,,,,,-33.8889,151.1249
504011044,Bassendean - Eden Hill - Ashfield,2020,1111,,,,5,,-33.8889,151.1249
504011044,Bassendean - Eden Hill - Ashfield,2021,1153,,8098,,4,1.0,-33.8889,151.1249
504011044,Bassendean - Eden Hill - Ashfield,2022,1205,,,,4,,-33.8889,151.1249
504011044,Bassendean - Eden Hill - Ashfield,2023,1211,,,,4,,-33.8889,151.1249
504011044,Bassendean - Eden Hill - Ashfield,2024,1225,,,,4,,-33.8889,151.1249
504011045,Bayswater - Embleton - Bedford,2011,,,10942,,,1.0,-31.9031574,115.9105479
504011045,Bayswater - Embleton - Bedford,2016,,,11578,,,1.1,-31.9031574,115.9105479
504011045,Bayswater - Embleton - Bedford,2017,,,,,,,-31.9031574,115.9105479
504011045,Bayswater - Embleton - Bedford,2018,,,,,,,-31.9031574,115.9105479
504011045,Bayswater - Embleton - Bedford,2019,,,,,,,-31.9031574,115.9105479
504011045,Bayswater - Embleton - Bedford,2020,2187,,,,4,,-31.9031574,115.9105479
504011045,Bayswater - Embleton - Bedford,2021,2265,,13126,,9,1.1,-31.9031574,115.9105479
504011045,Bayswater - Embleton - Bedford,2022,2370,,,,13,,-31.9031574,115.9105479
504011045,Bayswater - Embleton - Bedford,2023,2414,,,,10,,-31.9031574,115.9105479
504011045,Bayswater - Embleton - Bedford,2024,2488,,,,9,,-31.9031574,115.9105479
504011046,Maylands,2011,,,6981,,,1.2,-31.9336817,115.8948862
504011046,Maylands,2016,,,7064,,,1.0,-31.9336817,115.8948862
504011046,Maylands,2017,,,,,,,-31.9336817,115.8948862
504011046,Maylands,2018,,,,,,,-31.9336817,115.8948862
504011046,Maylands,2019,,,,,,,-31.9336817,115.8948862
504011046,Maylands,2020,1015,,,,,,-31.9336817,115.8948862
504011046,Maylands,2021,1028,,7871,,,1.2,-31.9336817,115.8948862
504011046,Maylands,2022,1054,,,,,,-31.9336817,115.8948862
504011046,Maylands,2023,1047,,,,,,-31.9336817,115.8948862
504011046,Maylands,2024,1103,,,,,,-31.9336817,115.8948862
504011047,Morley,2011,,,9927,,,1.0,-31.8948217,115.9025221
504011047,Morley,2016,,,10241,,,0.9,-31.8948217,115.9025221
504011047,Morley,2017,,,,,,,-31.8948217,115.9025221
504011047,Morley,2018,,,,,,,-31.8948217,115.9025221
504011047,Morley,2019,,,,,,,-31.8948217,115.9025221
504011047,Morley,2020,1863,,,,5,,-31.8948217,115.9025221
504011047,Morley,2021,1902,,11266,,8,1.1,-31.8948217,115.9025221
504011047,Morley,2022,1977,,,,5,,-31.8948217,115.9025221
504011047,Morley,2023,2036,,,,6,,-31.8948217,115.9025221
504011047,Morley,2024,2167,,,,7,,-31.8948217,115.9025221
504011048,Noranda,2011,,,4215,,,1.1,-31.8753715,115.8964906
504011048,Noranda,2016,,,3779,,,1.2,-31.8753715,115.8964906
504011048,Noranda,2017,,,,,,,-31.8753715,115.8964906
504011048,Noranda,2018,,,,,,,-31.8753715,115.8964906
504011048,Noranda,2019,,,,,,,-31.8753715,115.8964906
504011048,Noranda,2020,608,,,,3,,-31.8753715,115.8964906
504011048,Noranda,2021,587,,3869,,4,1.1,-31.8753715,115.8964906
504011048,Noranda,2022,579,,,,5,,-31.8753715,115.8964906
504011048,Noranda,2023,575,,,,3,,-31.8753715,115.8964906
504011048,Noranda,2024,591,,,,,,-31.8753715,115.8964906
504021049,Chidlow,2011,,,1350,,,1.0,-31.8623149,116.2691626
504021049,Chidlow,2016,,,1384,,,1.4,-31.8623149,116.2691626
504021049,Chidlow,2017,,,,,,,-31.8623149,116.2691626
504021049,Chidlow,2018,,,,,,,-31.8623149,116.2691626
504021049,Chidlow,2019,,,,,,,-31.8623149,116.2691626
504021049,Chidlow,2020,196,,,,3,,-31.8623149,116.2691626
504021049,Chidlow,2021,206,,1457,,,1.3,-31.8623149,116.2691626
504021049,Chidlow,2022,216,,,,3,,-31.8623149,116.2691626
504021049,Chidlow,2023,214,,,,3,,-31.8623149,116.2691626
504021049,Chidlow,2024,222,,,,,,-31.8623149,116.2691626
504021050,Glen Forrest - Darlington,2011,,,3595,,,0.7,-31.9096319,116.1042646
504021050,Glen Forrest - Darlington,2016,,,3415,,,1.0,-31.9096319,116.1042646
504021050,Glen Forrest - Darlington,2017,,,,,,,-31.9096319,116.1042646
504021050,Glen Forrest - Darlington,2018,,,,,,,-31.9096319,116.1042646
504021050,Glen Forrest - Darlington,2019,,,,,,,-31.9096319,116.1042646
504021050,Glen Forrest - Darlington,2020,591,,,,,,-31.9096319,116.1042646
504021050,Glen Forrest - Darlington,2021,609,,3673,,,1.2,-31.9096319,116.1042646
504021050,Glen Forrest - Darlington,2022,624,,,,,,-31.9096319,116.1042646
504021050,Glen Forrest - Darlington,2023,646,,,,3,,-31.9096319,116.1042646
504021050,Glen Forrest - Darlington,2024,629,,,,,,-31.9096319,116.1042646
504021051,Helena Valley - Koongamia,2011,,,2399,,,1.0,-31.9063,116.0405558
504021051,Helena Valley - Koongamia,2016,,,2666,,,1.1,-31.9063,116.0405558
504021051,Helena Valley - Koongamia,2017,,,,,,,-31.9063,116.0405558
504021051,Helena Valley - Koongamia,2018,,,,,,,-31.9063,116.0405558
504021051,Helena Valley - Koongamia,2019,,,,,,,-31.9063,116.0405558
504021051,Helena Valley - Koongamia,2020,325,,,,,,-31.9063,116.0405558
504021051,Helena Valley - Koongamia,2021,335,,2907,,,0.9,-31.9063,116.0405558
504021051,Helena Valley - Koongamia,2022,333,,,,,,-31.9063,116.0405558
504021051,Helena Valley - Koongamia,2023,326,,,,,,-31.9063,116.0405558
504021051,Helena Valley - Koongamia,2024,336,,,,,,-31.9063,116.0405558
504021052,Malmalling - Reservoir,2011,,,7,,,,-31.964219,116.3249485
504021052,Malmalling - Reservoir,2016,,,3,,,,-31.964219,116.3249485
504021052,Malmalling - Reservoir,2017,,,,,,,-31.964219,116.3249485
504021052,Malmalling - Reservoir,2018,,,,,,,-31.964219,116.3249485
504021052,Malmalling - Reservoir,2019,,,,,,,-31.964219,116.3249485
504021052,Malmalling - Reservoir,2020,3,,,,,,-31.964219,116.3249485
504021052,Malmalling - Reservoir,2021,3,,3,,,,-31.964219,116.3249485
504021052,Malmalling - Reservoir,2022,3,,,,,,-31.964219,116.3249485
504021052,Malmalling - Reservoir,2023,3,,,,,,-31.964219,116.3249485
504021052,Malmalling - Reservoir,2024,3,,,,,,-31.964219,116.3249485
504021054,Swan View - Greenmount - Midvale,2011,,,5718,,,1.0,-31.8860118,116.0334804
504021054,Swan View - Greenmount - Midvale,2016,,,5371,,,0.8,-31.8860118,116.0334804
504021054,Swan View - Greenmount - Midvale,2017,,,,,,,-31.8860118,116.0334804
504021054,Swan View - Greenmount - Midvale,2018,,,,,,,-31.8860118,116.0334804
504021054,Swan View - Greenmount - Midvale,2019,,,,,,,-31.8860118,116.0334804
504021054,Swan View - Greenmount - Midvale,2020,844,,,,6,,-31.8860118,116.0334804
504021054,Swan View - Greenmount - Midvale,2021,895,,5924,,5,0.8,-31.8860118,116.0334804
504021054,Swan View - Greenmount - Midvale,2022,927,,,,4,,-31.8860118,116.0334804
504021054,Swan View - Greenmount - Midvale,2023,950,,,,4,,-31.8860118,116.0334804
504021054,Swan View - Greenmount - Midvale,2024,975,,,,4,,-31.8860118,116.0334804
504031055,Avon Valley National Park,2011,,,,,,,-31.6383318,116.1692938
504031055,Avon Valley National Park,2016,,,6,,,,-31.6383318,116.1692938
504031055,Avon Valley National Park,2017,,,,,,,-31.6383318,116.1692938
504031055,Avon Valley National Park,2018,,,,,,,-31.6383318,116.1692938
504031055,Avon Valley National Park,2019,,,,,,,-31.6383318,116.1692938
504031055,Avon Valley National Park,2020,3,,,,,,-31.6383318,116.1692938
504031055,Avon Valley National Park,2021,3,,9,,,,-31.6383318,116.1692938
504031055,Avon Valley National Park,2022,,,,,,,-31.6383318,116.1692938
504031055,Avon Valley National Park,2023,,,,,,,-31.6383318,116.1692938
504031055,Avon Valley National Park,2024,,,,,,,-31.6383318,116.1692938
504031056,Ballajura,2011,,,9748,,,1.1,-31.8400343,115.8947864
504031056,Ballajura,2016,,,9088,,,1.2,-31.8400343,115.8947864
504031056,Ballajura,2017,,,,,,,-31.8400343,115.8947864
504031056,Ballajura,2018,,,,,,,-31.8400343,115.8947864
504031056,Ballajura,2019,,,,,,,-31.8400343,115.8947864
504031056,Ballajura,2020,1038,,,,8,,-31.8400343,115.8947864
