Code,Label,Year,Total number of businesses,Technicians and trades workers (no.),Total persons employed aged 15 years and over (no.),Labourers (no.),"Electricity, gas, water and waste services (no.)","Electricity, gas, water and waste services (%)",lat,lng
114,Southern Highlands and Shoalhaven,2024,14807,,,,41,,-34.5479968,150.3037323
115,Sydney - Baulkham Hills and Hawkesbury,2011,,,108578,,,1.0,-33.7619106,150.9929255
115,Sydney - Baulkham Hills and Hawkesbury,2016,,32,115319,11,,1.0,-33.7619106,150.9929255
115,Sydney - Baulkham Hills and Hawkesbury,2017,,37,,7,,,-33.7619106,150.9929255
115,Sydney - Baulkham Hills and Hawkesbury,2018,,22,,16,,,-33.7619106,150.9929255
115,Sydney - Baulkham Hills and Hawkesbury,2019,,24,,17,,,-33.7619106,150.9929255
115,Sydney - Baulkham Hills and Hawkesbury,2020,29782,33,,8,83,,-33.7619106,150.9929255
115,Sydney - Baulkham Hills and Hawkesbury,2021,31161,9,132111,5,83,0.9,-33.7619106,150.9929255
115,Sydney - Baulkham Hills and Hawkesbury,2022,32655,,,,80,,-33.7619106,150.9929255
115,Sydney - Baulkham Hills and Hawkesbury,2023,33433,,,,80,,-33.7619106,150.9929255
115,Sydney - Baulkham Hills and Hawkesbury,2024,34783,,,,85,,-33.7619106,150.9929255
116,Sydney - Blacktown,2011,,,134942,,,1.2,-33.7660982,150.9126927
116,Sydney - Blacktown,2016,,54,152674,74,,1.0,-33.7660982,150.9126927
116,Sydney - Blacktown,2017,,57,,93,,,-33.7660982,150.9126927
116,Sydney - Blacktown,2018,,64,,95,,,-33.7660982,150.9126927
116,Sydney - Blacktown,2019,,58,,89,,,-33.7660982,150.9126927
116,Sydney - Blacktown,2020,25818,32,,52,85,,-33.7660982,150.9126927
116,Sydney - Blacktown,2021,27672,23,176932,23,87,1.1,-33.7660982,150.9126927
116,Sydney - Blacktown,2022,30080,,,,91,,-33.7660982,150.9126927
116,Sydney - Blacktown,2023,31996,,,,94,,-33.7660982,150.9126927
116,Sydney - Blacktown,2024,34379,,,,80,,-33.7660982,150.9126927
117,Sydney - City and Inner South,2011,,,145695,,,0.5,-30.0002315,136.2091547
117,Sydney - City and Inner South,2016,,40,174464,10,,0.5,-30.0002315,136.2091547
117,Sydney - City and Inner South,2017,,45,,15,,,-30.0002315,136.2091547
117,Sydney - City and Inner South,2018,,41,,22,,,-30.0002315,136.2091547
117,Sydney - City and Inner South,2019,,34,,18,,,-30.0002315,136.2091547
117,Sydney - City and Inner South,2020,83948,19,,14,267,,-30.0002315,136.2091547
117,Sydney - City and Inner South,2021,86631,10,192809,13,292,0.5,-30.0002315,136.2091547
117,Sydney - City and Inner South,2022,90196,,,,337,,-30.0002315,136.2091547
117,Sydney - City and Inner South,2023,91662,,,,383,,-30.0002315,136.2091547
117,Sydney - City and Inner South,2024,95357,,,,433,,-30.0002315,136.2091547
118,Sydney - Eastern Suburbs,2011,,,126581,,,0.5,-33.9508492,151.2102442
118,Sydney - Eastern Suburbs,2016,,26,135881,19,,0.5,-33.9508492,151.2102442
118,Sydney - Eastern Suburbs,2017,,22,,18,,,-33.9508492,151.2102442
118,Sydney - Eastern Suburbs,2018,,26,,17,,,-33.9508492,151.2102442
118,Sydney - Eastern Suburbs,2019,,34,,9,,,-33.9508492,151.2102442
118,Sydney - Eastern Suburbs,2020,33853,19,,16,52,,-33.9508492,151.2102442
118,Sydney - Eastern Suburbs,2021,34992,8,138638,3,64,0.5,-33.9508492,151.2102442
118,Sydney - Eastern Suburbs,2022,36177,,,,65,,-33.9508492,151.2102442
118,Sydney - Eastern Suburbs,2023,35951,,,,68,,-33.9508492,151.2102442
118,Sydney - Eastern Suburbs,2024,36743,,,,61,,-33.9508492,151.2102442
119,Sydney - Inner South West,2011,,,221028,,,0.8,-33.8727409,151.2057136
119,Sydney - Inner South West,2016,,91,247410,87,,0.6,-33.8727409,151.2057136
119,Sydney - Inner South West,2017,,95,,60,,,-33.8727409,151.2057136
119,Sydney - Inner South West,2018,,91,,77,,,-33.8727409,151.2057136
119,Sydney - Inner South West,2019,,70,,69,,,-33.8727409,151.2057136
119,Sydney - Inner South West,2020,60680,62,,49,170,,-33.8727409,151.2057136
119,Sydney - Inner South West,2021,62813,32,245597,36,184,0.6,-33.8727409,151.2057136
119,Sydney - Inner South West,2022,65226,,,,183,,-33.8727409,151.2057136
119,Sydney - Inner South West,2023,66299,,,,181,,-33.8727409,151.2057136
119,Sydney - Inner South West,2024,68773,,,,188,,-33.8727409,151.2057136
120,Sydney - Inner West,2011,,,135066,,,0.7,-33.8584827,151.1286686
120,Sydney - Inner West,2016,,26,150118,19,,0.6,-33.8584827,151.1286686
120,Sydney - Inner West,2017,,23,,23,,,-33.8584827,151.1286686
120,Sydney - Inner West,2018,,32,,22,,,-33.8584827,151.1286686
120,Sydney - Inner West,2019,,24,,21,,,-33.8584827,151.1286686
120,Sydney - Inner West,2020,35500,17,,6,68,,-33.8584827,151.1286686
120,Sydney - Inner West,2021,36582,10,158306,4,71,0.6,-33.8584827,151.1286686
120,Sydney - Inner West,2022,37176,,,,63,,-33.8584827,151.1286686
120,Sydney - Inner West,2023,37599,,,,64,,-33.8584827,151.1286686
120,Sydney - Inner West,2024,38202,,,,62,,-33.8584827,151.1286686
121,Sydney - North Sydney and Hornsby,2011,,,191146,,,0.6,-33.7046328,151.0987055
121,Sydney - North Sydney and Hornsby,2016,,28,205725,14,,0.6,-33.7046328,151.0987055
121,Sydney - North Sydney and Hornsby,2017,,23,,11,,,-33.7046328,151.0987055
121,Sydney - North Sydney and Hornsby,2018,,28,,12,,,-33.7046328,151.0987055
121,Sydney - North Sydney and Hornsby,2019,,27,,18,,,-33.7046328,151.0987055
121,Sydney - North Sydney and Hornsby,2020,57277,24,,3,140,,-33.7046328,151.0987055
121,Sydney - North Sydney and Hornsby,2021,58894,5,217473,4,146,0.6,-33.7046328,151.0987055
121,Sydney - North Sydney and Hornsby,2022,59962,,,,130,,-33.7046328,151.0987055
121,Sydney - North Sydney and Hornsby,2023,59923,,,,129,,-33.7046328,151.0987055
121,Sydney - North Sydney and Hornsby,2024,60648,,,,127,,-33.7046328,151.0987055
122,Sydney - Northern Beaches,2011,,,121635,,,0.7,-33.6759923,151.2568777
122,Sydney - Northern Beaches,2016,,31,129682,19,,0.6,-33.6759923,151.2568777
122,Sydney - Northern Beaches,2017,,31,,10,,,-33.6759923,151.2568777
122,Sydney - Northern Beaches,2018,,28,,11,,,-33.6759923,151.2568777
122,Sydney - Northern Beaches,2019,,19,,13,,,-33.6759923,151.2568777
122,Sydney - Northern Beaches,2020,31467,15,,15,77,,-33.6759923,151.2568777
122,Sydney - Northern Beaches,2021,32333,15,136223,4,86,0.7,-33.6759923,151.2568777
122,Sydney - Northern Beaches,2022,33129,,,,91,,-33.6759923,151.2568777
122,Sydney - Northern Beaches,2023,32925,,,,98,,-33.6759923,151.2568777
122,Sydney - Northern Beaches,2024,33432,,,,104,,-33.6759923,151.2568777
123,Sydney - Outer South West,2011,,,110147,,,1.3,-33.8727409,151.2057136
123,Sydney - Outer South West,2016,,60,121806,59,,1.1,-33.8727409,151.2057136
123,Sydney - Outer South West,2017,,75,,56,,,-33.8727409,151.2057136
123,Sydney - Outer South West,2018,,63,,63,,,-33.8727409,151.2057136
123,Sydney - Outer South West,2019,,57,,64,,,-33.8727409,151.2057136
123,Sydney - Outer South West,2020,19568,44,,44,70,,-33.8727409,151.2057136
123,Sydney - Outer South West,2021,20548,28,132941,24,80,1.1,-33.8727409,151.2057136
123,Sydney - Outer South West,2022,21923,,,,78,,-33.8727409,151.2057136
123,Sydney - Outer South West,2023,22798,,,,80,,-33.8727409,151.2057136
123,Sydney - Outer South West,2024,23469,,,,80,,-33.8727409,151.2057136
124,Sydney - Outer West and Blue Mountains,2011,,,139187,,,1.5,-33.8727409,151.2057136
124,Sydney - Outer West and Blue Mountains,2016,,77,147334,69,,1.4,-33.8727409,151.2057136
124,Sydney - Outer West and Blue Mountains,2017,,67,,64,,,-33.8727409,151.2057136
124,Sydney - Outer West and Blue Mountains,2018,,58,,59,,,-33.8727409,151.2057136
124,Sydney - Outer West and Blue Mountains,2019,,47,,80,,,-33.8727409,151.2057136
124,Sydney - Outer West and Blue Mountains,2020,22517,61,,46,93,,-33.8727409,151.2057136
124,Sydney - Outer West and Blue Mountains,2021,23453,23,155914,27,99,1.5,-33.8727409,151.2057136
124,Sydney - Outer West and Blue Mountains,2022,24688,,,,106,,-33.8727409,151.2057136
124,Sydney - Outer West and Blue Mountains,2023,25074,,,,108,,-33.8727409,151.2057136
124,Sydney - Outer West and Blue Mountains,2024,25673,,,,115,,-33.8727409,151.2057136
125,Sydney - Parramatta,2011,,,167046,,,0.9,-33.814785,151.0017218
125,Sydney - Parramatta,2016,,65,191446,63,,0.7,-33.814785,151.0017218
125,Sydney - Parramatta,2017,,55,,65,,,-33.814785,151.0017218
125,Sydney - Parramatta,2018,,58,,69,,,-33.814785,151.0017218
125,Sydney - Parramatta,2019,,61,,64,,,-33.814785,151.0017218
125,Sydney - Parramatta,2020,52307,40,,48,153,,-33.814785,151.0017218
125,Sydney - Parramatta,2021,54605,15,202211,23,157,0.8,-33.814785,151.0017218
125,Sydney - Parramatta,2022,57547,,,,172,,-33.814785,151.0017218
125,Sydney - Parramatta,2023,58895,,,,179,,-33.814785,151.0017218
125,Sydney - Parramatta,2024,62091,,,,185,,-33.814785,151.0017218
126,Sydney - Ryde,2011,,,79211,,,0.7,-33.8129803,151.1049802
126,Sydney - Ryde,2016,,13,88596,3,,0.7,-33.8129803,151.1049802
126,Sydney - Ryde,2017,,13,,11,,,-33.8129803,151.1049802
126,Sydney - Ryde,2018,,10,,10,,,-33.8129803,151.1049802
126,Sydney - Ryde,2019,,5,,8,,,-33.8129803,151.1049802
126,Sydney - Ryde,2020,19982,10,,3,27,,-33.8129803,151.1049802
126,Sydney - Ryde,2021,20788,8,100598,8,26,0.7,-33.8129803,151.1049802
126,Sydney - Ryde,2022,21579,,,,21,,-33.8129803,151.1049802
126,Sydney - Ryde,2023,22145,,,,21,,-33.8129803,151.1049802
126,Sydney - Ryde,2024,23003,,,,26,,-33.8129803,151.1049802
127,Sydney - South West,2011,,,141882,,,0.9,-34.0137781,150.9772841
127,Sydney - South West,2016,,64,160221,83,,0.8,-34.0137781,150.9772841
127,Sydney - South West,2017,,69,,69,,,-34.0137781,150.9772841
127,Sydney - South West,2018,,65,,75,,,-34.0137781,150.9772841
127,Sydney - South West,2019,,77,,96,,,-34.0137781,150.9772841
127,Sydney - South West,2020,34972,48,,68,130,,-34.0137781,150.9772841
127,Sydney - South West,2021,37099,31,173019,33,142,0.9,-34.0137781,150.9772841
127,Sydney - South West,2022,39823,,,,154,,-34.0137781,150.9772841
127,Sydney - South West,2023,41434,,,,148,,-34.0137781,150.9772841
127,Sydney - South West,2024,43689,,,,152,,-34.0137781,150.9772841
128,Sydney - Sutherland,2011,,,110121,,,1.2,-34.032465,151.0586382
128,Sydney - Sutherland,2016,,16,112435,16,,1.0,-34.032465,151.0586382
128,Sydney - Sutherland,2017,,28,,14,,,-34.032465,151.0586382
128,Sydney - Sutherland,2018,,24,,24,,,-34.032465,151.0586382
128,Sydney - Sutherland,2019,,23,,14,,,-34.032465,151.0586382
128,Sydney - Sutherland,2020,21292,19,,3,75,,-34.032465,151.0586382
128,Sydney - Sutherland,2021,22060,10,117099,7,78,1.0,-34.032465,151.0586382
128,Sydney - Sutherland,2022,22664,,,,79,,-34.032465,151.0586382
128,Sydney - Sutherland,2023,22705,,,,75,,-34.032465,151.0586382
128,Sydney - Sutherland,2024,23184,,,,73,,-34.032465,151.0586382
201,Ballarat,2011,,,64558,,,1.0,-37.5621587,143.8502556
201,Ballarat,2016,,29,67395,29,,0.9,-37.5621587,143.8502556
201,Ballarat,2017,,35,,25,,,-37.5621587,143.8502556
201,Ballarat,2018,,38,,35,,,-37.5621587,143.8502556
201,Ballarat,2019,,23,,19,,,-37.5621587,143.8502556
201,Ballarat,2020,13654,12,,18,49,,-37.5621587,143.8502556
201,Ballarat,2021,14322,9,78847,9,48,1.0,-37.5621587,143.8502556
201,Ballarat,2022,15296,,,,49,,-37.5621587,143.8502556
201,Ballarat,2023,15745,,,,50,,-37.5621587,143.8502556
201,Ballarat,2024,15958,,,,51,,-37.5621587,143.8502556
202,Bendigo,2011,,,63224,,,1.3,-36.75961960000001,144.2785764
202,Bendigo,2016,,25,66440,20,,1.2,-36.75961960000001,144.2785764
202,Bendigo,2017,,24,,27,,,-36.75961960000001,144.2785764
202,Bendigo,2018,,19,,32,,,-36.75961960000001,144.2785764
202,Bendigo,2019,,19,,26,,,-36.75961960000001,144.2785764
202,Bendigo,2020,12206,13,,12,44,,-36.75961960000001,144.2785764
202,Bendigo,2021,12625,9,76625,5,41,1.2,-36.75961960000001,144.2785764
202,Bendigo,2022,13569,,,,48,,-36.75961960000001,144.2785764
202,Bendigo,2023,13759,,,,46,,-36.75961960000001,144.2785764
202,Bendigo,2024,13910,,,,45,,-36.75961960000001,144.2785764
203,Geelong,2011,,,114377,,,1.2,-38.1492994,144.3598426
203,Geelong,2016,,44,125023,30,,1.2,-38.1492994,144.3598426
203,Geelong,2017,,46,,38,,,-38.1492994,144.3598426
203,Geelong,2018,,52,,29,,,-38.1492994,144.3598426
203,Geelong,2019,,33,,33,,,-38.1492994,144.3598426
203,Geelong,2020,23833,33,,32,82,,-38.1492994,144.3598426
203,Geelong,2021,25262,18,157566,11,79,1.2,-38.1492994,144.3598426
203,Geelong,2022,27414,,,,82,,-38.1492994,144.3598426
203,Geelong,2023,28341,,,,90,,-38.1492994,144.3598426
203,Geelong,2024,29243,,,,83,,-38.1492994,144.3598426
204,Hume,2011,,,73669,,,0.9,-37.5986911,144.8291259
204,Hume,2016,,26,75545,36,,1.0,-37.5986911,144.8291259
204,Hume,2017,,31,,27,,,-37.5986911,144.8291259
204,Hume,2018,,30,,20,,,-37.5986911,144.8291259
204,Hume,2019,,24,,24,,,-37.5986911,144.8291259
204,Hume,2020,17650,21,,18,90,,-37.5986911,144.8291259
204,Hume,2021,18307,6,85750,6,91,0.9,-37.5986911,144.8291259
204,Hume,2022,19273,,,,97,,-37.5986911,144.8291259
204,Hume,2023,19647,,,,98,,-37.5986911,144.8291259
204,Hume,2024,19681,,,,102,,-37.5986911,144.8291259
205,Latrobe - Gippsland,2011,,,109695,,,3.1,-38.255603,146.4719928
205,Latrobe - Gippsland,2016,,38,110488,43,,3.1,-38.255603,146.4719928
205,Latrobe - Gippsland,2017,,56,,62,,,-38.255603,146.4719928
205,Latrobe - Gippsland,2018,,39,,42,,,-38.255603,146.4719928
205,Latrobe - Gippsland,2019,,41,,40,,,-38.255603,146.4719928
205,Latrobe - Gippsland,2020,24497,32,,21,74,,-38.255603,146.4719928
205,Latrobe - Gippsland,2021,25468,10,127425,12,83,2.7,-38.255603,146.4719928
205,Latrobe - Gippsland,2022,26978,,,,88,,-38.255603,146.4719928
205,Latrobe - Gippsland,2023,27399,,,,83,,-38.255603,146.4719928
205,Latrobe - Gippsland,2024,27548,,,,85,,-38.255603,146.4719928
206,Melbourne - Inner,2011,,,276867,,,1.0,-37.8136276,144.9630576
206,Melbourne - Inner,2016,,58,320164,24,,0.9,-37.8136276,144.9630576
206,Melbourne - Inner,2017,,45,,25,,,-37.8136276,144.9630576
206,Melbourne - Inner,2018,,64,,27,,,-37.8136276,144.9630576
206,Melbourne - Inner,2019,,54,,22,,,-37.8136276,144.9630576
206,Melbourne - Inner,2020,108452,42,,22,301,,-37.8136276,144.9630576
206,Melbourne - Inner,2021,111072,13,370901,9,349,1.0,-37.8136276,144.9630576
206,Melbourne - Inner,2022,115778,,,,342,,-37.8136276,144.9630576
206,Melbourne - Inner,2023,115855,,,,385,,-37.8136276,144.9630576
206,Melbourne - Inner,2024,117758,,,,475,,-37.8136276,144.9630576
207,Melbourne - Inner East,2011,,,164213,,,0.8,-37.809467,145.030999
207,Melbourne - Inner East,2016,,26,168597,3,,0.8,-37.809467,145.030999
207,Melbourne - Inner East,2017,,23,,8,,,-37.809467,145.030999
207,Melbourne - Inner East,2018,,36,,15,,,-37.809467,145.030999
207,Melbourne - Inner East,2019,,17,,6,,,-37.809467,145.030999
207,Melbourne - Inner East,2020,46823,17,,8,86,,-37.809467,145.030999
207,Melbourne - Inner East,2021,47709,8,185265,4,85,0.8,-37.809467,145.030999
207,Melbourne - Inner East,2022,50065,,,,85,,-37.809467,145.030999
207,Melbourne - Inner East,2023,50152,,,,102,,-37.809467,145.030999
207,Melbourne - Inner East,2024,51264,,,,94,,-37.809467,145.030999
208,Melbourne - Inner South,2011,,,187983,,,0.9,-37.8136276,144.9630576
208,Melbourne - Inner South,2016,,36,198182,15,,0.9,-37.8136276,144.9630576
208,Melbourne - Inner South,2017,,31,,14,,,-37.8136276,144.9630576
208,Melbourne - Inner South,2018,,38,,21,,,-37.8136276,144.9630576
208,Melbourne - Inner South,2019,,22,,21,,,-37.8136276,144.9630576
208,Melbourne - Inner South,2020,48352,30,,13,117,,-37.8136276,144.9630576
208,Melbourne - Inner South,2021,49665,7,221398,3,124,1.0,-37.8136276,144.9630576
208,Melbourne - Inner South,2022,52205,,,,139,,-37.8136276,144.9630576
208,Melbourne - Inner South,2023,51797,,,,137,,-37.8136276,144.9630576
208,Melbourne - Inner South,2024,52439,,,,132,,-37.8136276,144.9630576
209,Melbourne - North East,2011,,,208619,,,1.0,-37.6253406,144.9381407
209,Melbourne - North East,2016,,67,231605,62,,1.1,-37.6253406,144.9381407
209,Melbourne - North East,2017,,70,,40,,,-37.6253406,144.9381407
209,Melbourne - North East,2018,,72,,53,,,-37.6253406,144.9381407
209,Melbourne - North East,2019,,49,,49,,,-37.6253406,144.9381407
209,Melbourne - North East,2020,43792,42,,28,164,,-37.6253406,144.9381407
209,Melbourne - North East,2021,45267,25,265919,19,150,1.0,-37.6253406,144.9381407
209,Melbourne - North East,2022,50197,,,,158,,-37.6253406,144.9381407
209,Melbourne - North East,2023,50307,,,,151,,-37.6253406,144.9381407
209,Melbourne - North East,2024,51887,,,,169,,-37.6253406,144.9381407
210,Melbourne - North West,2011,,,139160,,,1.0,-37.8136276,144.9630576
210,Melbourne - North West,2016,,66,156403,37,,1.0,-37.8136276,144.9630576
210,Melbourne - North West,2017,,43,,52,,,-37.8136276,144.9630576
210,Melbourne - North West,2018,,54,,58,,,-37.8136276,144.9630576
210,Melbourne - North West,2019,,38,,40,,,-37.8136276,144.9630576
210,Melbourne - North West,2020,35792,31,,33,149,,-37.8136276,144.9630576
210,Melbourne - North West,2021,38101,14,190944,9,158,1.0,-37.8136276,144.9630576
210,Melbourne - North West,2022,44339,,,,191,,-37.8136276,144.9630576
210,Melbourne - North West,2023,44466,,,,195,,-37.8136276,144.9630576
210,Melbourne - North West,2024,46201,,,,199,,-37.8136276,144.9630576
211,Melbourne - Outer East,2011,,,244592,,,1.0,-37.8136276,144.9630576
211,Melbourne - Outer East,2016,,69,247731,46,,1.0,-37.8136276,144.9630576
211,Melbourne - Outer East,2017,,88,,44,,,-37.8136276,144.9630576
211,Melbourne - Outer East,2018,,62,,48,,,-37.8136276,144.9630576
211,Melbourne - Outer East,2019,,63,,51,,,-37.8136276,144.9630576
211,Melbourne - Outer East,2020,44924,67,,37,138,,-37.8136276,144.9630576
211,Melbourne - Outer East,2021,46085,18,263832,3,139,1.1,-37.8136276,144.9630576
211,Melbourne - Outer East,2022,48414,,,,151,,-37.8136276,144.9630576
211,Melbourne - Outer East,2023,48409,,,,149,,-37.8136276,144.9630576
211,Melbourne - Outer East,2024,48844,,,,136,,-37.8136276,144.9630576
212,Melbourne - South East,2011,,,300601,,,1.0,-38.1664811,145.1817407
212,Melbourne - South East,2016,,132,335693,115,,1.0,-38.1664811,145.1817407
212,Melbourne - South East,2017,,153,,113,,,-38.1664811,145.1817407
212,Melbourne - South East,2018,,145,,123,,,-38.1664811,145.1817407
212,Melbourne - South East,2019,,112,,102,,,-38.1664811,145.1817407
212,Melbourne - South East,2020,75756,84,,73,283,,-38.1664811,145.1817407
212,Melbourne - South East,2021,79472,33,404944,42,317,1.1,-38.1664811,145.1817407
212,Melbourne - South East,2022,90403,,,,312,,-38.1664811,145.1817407
212,Melbourne - South East,2023,92089,,,,326,,-38.1664811,145.1817407
212,Melbourne - South East,2024,96569,,,,330,,-38.1664811,145.1817407
213,Melbourne - West,2011,,,281683,,,1.0,-37.8089044,144.9290625
213,Melbourne - West,2016,,133,326217,114,,1.1,-37.8089044,144.9290625
213,Melbourne - West,2017,,88,,97,,,-37.8089044,144.9290625
213,Melbourne - West,2018,,119,,106,,,-37.8089044,144.9290625
213,Melbourne - West,2019,,91,,82,,,-37.8089044,144.9290625
213,Melbourne - West,2020,63168,66,,76,271,,-37.8089044,144.9290625
213,Melbourne - West,2021,68043,22,397466,43,289,1.3,-37.8089044,144.9290625
213,Melbourne - West,2022,82008,,,,313,,-37.8089044,144.9290625
213,Melbourne - West,2023,83012,,,,338,,-37.8089044,144.9290625
213,Melbourne - West,2024,88054,,,,308,,-37.8089044,144.9290625
214,Mornington Peninsula,2011,,,124205,,,1.0,-38.2854053,145.093449
214,Mornington Peninsula,2016,,69,130900,49,,1.0,-38.2854053,145.093449
214,Mornington Peninsula,2017,,77,,52,,,-38.2854053,145.093449
214,Mornington Peninsula,2018,,71,,55,,,-38.2854053,145.093449
214,Mornington Peninsula,2019,,48,,31,,,-38.2854053,145.093449
214,Mornington Peninsula,2020,25734,42,,37,98,,-38.2854053,145.093449
214,Mornington Peninsula,2021,26894,13,144321,21,106,1.1,-38.2854053,145.093449
214,Mornington Peninsula,2022,28464,,,,94,,-38.2854053,145.093449
214,Mornington Peninsula,2023,28551,,,,97,,-38.2854053,145.093449
214,Mornington Peninsula,2024,28631,,,,89,,-38.2854053,145.093449
215,North West,2011,,,63912,,,1.3,-25.274398,133.775136
215,North West,2016,,23,63376,33,,1.2,-25.274398,133.775136
215,North West,2017,,28,,26,,,-25.274398,133.775136
215,North West,2018,,18,,27,,,-25.274398,133.775136
215,North West,2019,,16,,30,,,-25.274398,133.775136
215,North West,2020,16488,10,,13,57,,-25.274398,133.775136
215,North West,2021,16730,6,68899,6,56,1.2,-25.274398,133.775136
215,North West,2022,17201,,,,63,,-25.274398,133.775136
215,North West,2023,17269,,,,64,,-25.274398,133.775136
215,North West,2024,17402,,,,66,,-25.274398,133.775136
216,Shepparton,2011,,,54225,,,1.6,-36.3811027,145.3993137
216,Shepparton,2016,,30,54706,33,,1.9,-36.3811027,145.3993137
216,Shepparton,2017,,24,,40,,,-36.3811027,145.3993137
216,Shepparton,2018,,22,,31,,,-36.3811027,145.3993137
216,Shepparton,2019,,11,,21,,,-36.3811027,145.3993137
216,Shepparton,2020,13258,15,,14,35,,-36.3811027,145.3993137
216,Shepparton,2021,13749,7,60348,8,36,1.7,-36.3811027,145.3993137
216,Shepparton,2022,14443,,,,36,,-36.3811027,145.3993137
216,Shepparton,2023,14917,,,,33,,-36.3811027,145.3993137
216,Shepparton,2024,14905,,,,32,,-36.3811027,145.3993137
217,Warrnambool and South West,2011,,,56535,,,1.1,-38.3720954,142.4777782
217,Warrnambool and South West,2016,,15,55606,19,,1.0,-38.3720954,142.4777782
217,Warrnambool and South West,2017,,20,,22,,,-38.3720954,142.4777782
217,Warrnambool and South West,2018,,13,,27,,,-38.3720954,142.4777782
217,Warrnambool and South West,2019,,16,,18,,,-38.3720954,142.4777782
217,Warrnambool and South West,2020,13413,4,,11,33,,-38.3720954,142.4777782
217,Warrnambool and South West,2021,13720,3,60640,4,36,1.1,-38.3720954,142.4777782
217,Warrnambool and South West,2022,14243,,,,36,,-38.3720954,142.4777782
217,Warrnambool and South West,2023,14387,,,,34,,-38.3720954,142.4777782
217,Warrnambool and South West,2024,14437,,,,38,,-38.3720954,142.4777782
